,Gender,Core_Ind,Parent_Same_LastName,ACU_Distance,PRIZM_HouseholdIncome,QUAL_Familiarity,QUAL_Rank,HS_SIZE,HS_RankPercent,HS_GPA_CALC,NUM_Advanced_Courses,ACT,Visited,Taylor_County,US,Abilene,Texas,CoC,Ethnicity
26758,1,0,2,184.0,82267.0,3.0,4.0,499.0,85.77,3.36,12.0,20.0,1,0,1,0,1,1,2
26764,1,0,2,221.0,59649.0,0.0,0.0,106.0,15.09,2.957,10.0,21.0,0,0,1,0,1,0,2
26767,2,0,2,147.0,47651.0,0.0,0.0,531.0,72.5,3.7760000000000002,11.0,20.0,0,0,1,0,1,0,2
26769,2,0,2,155.0,28095.0,2.0,1.0,110.0,85.45,3.73,10.0,22.0,0,0,1,0,1,0,4
26770,2,1,2,162.0,51108.0,3.0,2.0,569.0,85.06,3.565,9.0,21.0,1,0,1,0,1,1,1
26771,2,0,2,171.0,88841.0,3.0,3.0,438.0,87.9,3.91,7.0,23.0,1,0,1,0,1,0,3
26772,1,0,2,389.0,28750.0,1.0,4.0,630.0,78.25,3.1180000000000003,7.0,19.0,0,0,1,0,1,0,3
26774,1,1,2,561.0,98951.0,4.0,3.0,435.0,47.36,3.25,3.0,23.0,1,0,1,0,0,0,1
26775,2,0,2,7.0,87500.0,4.0,5.0,493.0,76.47,3.614,11.0,24.0,0,0,1,1,1,0,3
26776,2,0,2,7.0,87500.0,4.0,5.0,493.0,76.47,2.93,11.0,24.0,0,0,1,1,1,0,3
26787,1,0,2,1615.0,69660.0,0.0,0.0,283.0,94.7,3.68,11.0,27.0,0,0,1,0,0,0,4
26791,2,0,2,344.0,59067.0,1.0,3.0,52.0,82.69,3.4,11.0,26.0,0,0,1,0,1,0,1
26792,2,0,2,212.0,69411.0,3.0,3.0,714.0,93.84,4.0,12.0,26.0,0,0,1,0,1,0,4
26798,1,0,2,133.0,40969.0,4.0,4.0,169.0,87.57,3.61,11.0,18.0,1,0,1,0,1,0,3
26799,2,0,2,68.0,45216.0,2.0,2.0,11.0,90.91,3.77,1.0,23.0,0,0,1,1,1,0,1
26800,1,0,2,306.0,38016.0,3.0,4.0,220.0,92.73,3.83,10.0,26.0,1,0,1,0,1,0,3
26801,1,0,2,1086.0,82809.0,3.0,4.0,346.0,73.12,3.17,4.0,23.0,1,0,1,0,0,1,1
26808,1,1,2,142.0,46500.0,1.0,4.0,614.0,88.44,3.44,12.0,22.0,1,0,1,0,1,1,2
26813,1,0,2,139.0,103681.0,3.0,3.0,599.0,98.0,3.98,12.0,25.0,1,0,1,0,1,0,4
26815,1,0,2,240.0,64216.0,3.0,3.0,346.0,88.73,3.76,13.0,30.0,0,0,1,0,1,0,4
26820,1,0,2,646.0,67980.0,3.0,4.0,449.0,80.85,3.54,8.0,28.0,1,0,1,0,0,0,2
26825,1,0,2,277.0,39142.0,0.0,0.0,137.0,99.27,4.0,8.0,28.0,0,0,1,0,1,0,1
26830,1,1,2,173.0,84958.0,2.0,2.0,445.0,92.81,3.83,10.0,26.0,1,0,1,0,1,1,1
26832,2,1,2,4.0,27679.0,3.0,5.0,429.0,89.51,4.1610000000000005,3.0,25.0,1,0,1,1,1,0,3
26833,2,0,2,432.0,83430.0,2.0,1.0,398.0,35.18,2.91,4.0,27.0,1,0,1,0,0,0,1
26835,1,0,2,158.0,43056.0,3.0,4.0,526.0,61.41,2.96,4.0,15.0,1,0,1,0,1,0,4
26838,2,0,2,150.0,66422.0,1.0,1.0,483.0,62.11,3.04,4.0,16.0,0,0,1,0,1,0,2
26839,1,0,2,223.0,31413.0,0.0,0.0,250.0,56.4,3.117,4.0,14.0,0,0,1,0,1,0,3
26841,1,0,2,104.0,57741.0,3.0,3.0,204.0,93.63,3.49,12.0,23.0,1,0,1,0,1,0,3
26842,1,0,2,139.0,37328.0,0.0,0.0,266.0,80.45,3.0,13.0,20.0,0,0,1,0,1,0,3
26844,1,0,2,1287.0,79255.0,3.0,3.0,22.0,90.91,4.0,1.0,29.0,1,0,1,1,0,0,1
26845,1,1,1,7.0,96875.0,0.0,0.0,223.0,92.83,4.163,7.0,28.0,1,0,1,1,1,0,4
27427,1,0,2,178.0,90858.0,0.0,0.0,101.0,76.24,3.52,8.0,26.0,0,0,1,0,1,0,3
27429,1,0,2,254.0,49688.0,2.0,2.0,136.0,80.15,3.9,0.0,24.0,0,0,1,0,1,0,1
27430,1,0,2,315.0,39295.0,0.0,0.0,95.0,49.47,3.19,12.0,21.0,0,0,1,0,1,0,2
27432,1,0,1,172.0,64741.0,2.0,2.0,280.0,84.64,3.23,11.0,23.0,0,0,1,0,1,0,1
27435,1,0,2,215.0,58146.0,0.0,0.0,108.0,61.11,3.63,3.0,0.0,0,0,1,0,1,0,1
27437,1,1,1,137.0,75243.0,4.0,5.0,394.0,46.95,3.2689999999999997,3.0,18.0,1,0,1,0,1,0,1
27439,1,1,1,137.0,75243.0,4.0,5.0,394.0,46.95,3.2689999999999997,3.0,18.0,1,0,1,0,1,0,1
27441,1,1,2,10.0,43286.0,3.0,3.0,66.0,78.79,3.77,1.0,21.0,1,0,1,1,1,0,4
27444,1,0,2,319.0,79839.0,3.0,5.0,493.0,60.65,3.44,4.0,17.0,1,0,1,0,1,0,2
27447,1,0,2,214.0,50714.0,0.0,0.0,522.0,72.61,3.576,7.0,19.0,0,0,1,0,1,0,1
27451,1,0,2,193.0,75425.0,2.0,4.0,168.0,41.67,2.89,1.0,18.0,1,0,1,0,1,0,1
27453,2,0,2,153.0,52155.0,1.0,1.0,123.0,40.65,3.19,0.0,22.0,0,0,1,0,1,0,3
27457,1,0,2,178.0,50000.0,3.0,5.0,75.0,60.0,3.4,1.0,20.0,0,0,1,0,1,0,1
27464,2,0,2,149.0,44673.0,2.0,3.0,531.0,83.43,4.127,10.0,26.0,0,0,1,0,1,0,4
27479,1,0,1,1091.0,75933.0,0.0,0.0,537.0,44.51,2.89,0.0,18.0,1,0,1,1,0,0,1
27481,2,0,2,360.0,39792.0,1.0,1.0,407.0,83.05,3.2464,4.0,20.0,0,0,1,0,1,0,4
27502,1,0,2,136.0,43767.0,0.0,0.0,504.0,89.48,3.6,0.0,20.0,0,0,1,0,1,0,2
27510,1,0,1,130.0,65998.0,0.0,0.0,329.0,82.67,3.8,3.0,21.0,1,0,1,0,1,0,1
27512,2,0,2,144.0,64031.0,3.0,4.0,287.0,83.62,4.0,10.0,24.0,1,0,1,0,1,0,1
27517,1,0,2,160.0,46250.0,3.0,4.0,761.0,67.54,3.2039999999999997,0.0,24.0,1,0,1,0,1,0,4
27525,2,0,0,168.0,33900.0,0.0,0.0,432.0,69.91,3.2310000000000003,0.0,18.0,0,0,1,0,1,0,3
27527,2,0,2,1006.0,98741.0,0.0,0.0,577.0,15.08,2.32,2.0,25.0,0,0,1,0,0,0,3
27538,2,0,2,146.0,14999.0,2.0,3.0,664.0,37.5,3.375,0.0,23.0,0,0,1,0,1,0,1
27539,2,0,0,391.0,113603.0,0.0,0.0,35.0,45.71,3.5175,8.0,17.0,0,0,1,0,1,1,2
27540,1,0,2,151.0,91250.0,2.0,1.0,437.0,83.3,3.28,12.0,16.0,0,0,1,0,1,0,2
27549,1,0,2,336.0,59607.0,0.0,0.0,547.0,80.44,3.24,11.0,19.0,1,0,1,0,1,0,3
27550,2,0,2,221.0,81527.0,0.0,0.0,660.0,58.48,3.138,9.0,22.0,0,0,1,0,1,0,2
27563,2,0,2,959.0,112500.0,0.0,0.0,613.0,70.15,3.22,0.0,20.0,0,0,1,1,0,0,3
27565,2,1,2,153.0,35875.0,0.0,0.0,326.0,88.96,3.938,10.0,24.0,0,0,1,0,1,0,4
27568,1,0,2,137.0,132705.0,1.0,1.0,324.0,89.81,4.0,10.0,28.0,0,0,1,0,1,0,1
27583,2,1,2,166.0,52083.0,2.0,3.0,202.0,86.14,3.81,10.0,24.0,1,0,1,0,1,1,1
27588,1,0,2,163.0,31325.0,0.0,0.0,10.0,90.0,3.95,0.0,22.0,0,0,1,0,1,0,1
27589,1,0,2,252.0,49464.0,0.0,0.0,211.0,88.63,4.365,10.0,19.0,0,0,1,0,1,0,3
27591,2,0,2,186.0,128954.0,0.0,0.0,498.0,70.88,3.24,7.0,22.0,0,0,1,0,1,0,1
27593,1,0,2,215.0,50000.0,0.0,0.0,104.0,67.31,3.89,0.0,25.0,0,0,1,0,1,0,1
27595,2,0,2,168.0,38098.0,1.0,1.0,483.0,64.18,3.25,0.0,15.0,0,0,1,0,1,0,1
27602,1,0,2,149.0,32899.0,1.0,3.0,467.0,66.17,2.84,11.0,13.0,0,0,1,0,1,0,2
27604,1,0,2,199.0,85056.0,4.0,3.0,210.0,66.19,3.8689999999999998,8.0,28.0,1,0,1,0,1,0,3
27607,2,0,2,155.0,112821.0,0.0,0.0,179.0,6.15,2.096,0.0,21.0,0,0,1,0,1,0,1
27608,1,0,2,331.0,48443.0,0.0,0.0,209.0,92.34,3.69,11.0,23.0,0,0,1,0,1,0,4
27618,1,0,2,307.0,49097.0,2.0,3.0,188.0,20.74,3.14,2.0,25.0,0,0,1,0,1,0,3
27620,1,0,2,299.0,106792.0,0.0,0.0,845.0,53.61,3.5,7.0,24.0,0,0,1,0,1,0,1
28803,2,0,2,179.0,116140.0,3.0,3.0,39.0,51.28,3.6,0.0,18.0,0,0,1,0,1,1,3
28804,2,0,2,394.0,62973.0,0.0,0.0,281.0,42.35,3.06604,0.0,19.0,0,0,1,0,1,0,3
28808,1,0,2,1284.0,88180.0,0.0,0.0,27.0,66.67,3.78,0.0,24.0,0,0,1,1,0,0,3
28809,1,0,2,310.0,63564.0,1.0,1.0,412.0,98.3,4.0,0.0,22.0,1,0,1,0,1,0,3
28810,1,0,2,436.0,46354.0,1.0,3.0,481.0,59.67,3.07,6.0,16.0,0,0,1,0,1,0,3
28811,1,0,2,289.0,86862.0,0.0,0.0,203.0,64.04,3.444,3.0,19.0,1,0,1,0,1,0,4
28812,1,0,2,214.0,33955.0,4.0,3.0,32.0,96.88,3.86,8.0,26.0,0,0,1,0,1,0,1
28820,1,0,2,144.0,50294.0,0.0,0.0,174.0,95.4,3.98,12.0,19.0,0,0,1,0,1,0,2
28831,2,0,1,360.0,36374.0,1.0,3.0,536.0,75.19,3.31,8.0,25.0,1,0,1,0,1,0,3
28832,1,1,2,1010.0,55841.0,3.0,3.0,527.0,58.82,3.0,12.0,15.0,0,0,1,1,0,0,3
28838,2,0,2,1583.0,77729.0,0.0,0.0,384.0,96.35,3.9,7.0,25.0,0,0,1,0,0,0,1
28845,2,1,2,120.0,99416.0,2.0,2.0,6.0,83.33,4.0,0.0,26.0,1,0,1,0,1,0,4
28849,2,1,1,199.0,85033.0,0.0,0.0,570.0,69.65,3.885,3.0,25.0,0,0,1,0,1,0,1
28854,1,0,2,150.0,89757.0,1.0,1.0,629.0,91.1,3.48,13.0,29.0,0,0,1,0,1,0,2
28856,2,0,2,214.0,56452.0,0.0,0.0,734.0,85.83,3.9589999999999996,4.0,19.0,1,0,1,0,1,0,2
28857,1,1,2,171.0,73037.0,3.0,4.0,455.0,37.8,3.65,2.0,19.0,1,0,1,0,1,1,1
28858,1,0,2,438.0,49716.0,0.0,0.0,444.0,87.39,4.115,12.0,22.0,0,0,1,0,1,0,3
28859,1,1,2,210.0,88200.0,3.0,3.0,652.0,61.2,4.019,7.0,20.0,1,0,1,0,1,0,1
28865,1,0,2,219.0,69694.0,3.0,3.0,356.0,97.19,4.482,1.0,25.0,1,0,1,0,1,0,3
28868,1,0,2,180.0,105704.0,4.0,3.0,652.0,65.34,3.29,10.0,24.0,1,0,1,0,1,0,1
28869,2,0,1,442.0,72613.0,2.0,4.0,383.0,74.41,3.4,4.0,26.0,1,0,1,0,0,0,1
28870,2,1,2,1.0,31716.0,3.0,4.0,448.0,57.14,3.409,0.0,20.0,1,0,1,1,1,1,2
28871,2,0,2,168.0,113623.0,2.0,3.0,4981.0,97.01,3.5,7.0,21.0,1,0,1,0,1,0,1
28876,1,0,2,176.0,103779.0,2.0,5.0,504.0,83.93,3.61,9.0,28.0,1,0,1,0,1,0,1
28878,1,0,2,159.0,73193.0,2.0,3.0,453.0,94.7,3.74,1.0,30.0,0,0,1,0,1,0,1
28880,1,0,2,89.0,57240.0,4.0,4.0,168.0,95.83,4.0,13.0,29.0,1,0,1,0,1,0,1
28883,2,0,2,342.0,86887.0,0.0,0.0,555.0,54.77,3.19,1.0,25.0,0,0,1,0,1,0,1
28889,1,0,2,161.0,60307.0,0.0,0.0,460.0,83.91,3.16,7.0,19.0,0,0,1,0,1,0,2
28892,2,0,2,150.0,91157.0,3.0,3.0,535.0,88.41,4.343999999999999,7.0,26.0,1,0,1,0,1,0,3
28953,2,1,2,112.0,85861.0,0.0,0.0,63.0,65.08,2.9160000000000004,11.0,20.0,0,0,1,0,1,1,1
28955,2,1,2,7.0,68240.0,2.0,3.0,239.0,46.86,3.6,2.0,19.0,1,0,1,1,1,0,4
29537,1,0,0,162.0,43298.0,3.0,3.0,535.0,34.95,2.492,4.0,13.0,0,0,1,0,1,0,3
29541,1,0,1,440.0,51277.0,2.0,3.0,173.0,71.68,3.0,6.0,16.0,0,0,1,0,1,0,3
29549,1,0,2,161.0,79167.0,0.0,0.0,44.0,40.91,3.27,7.0,16.0,0,0,1,0,1,0,2
29554,1,0,2,336.0,118370.0,3.0,3.0,618.0,54.53,3.4,5.0,23.0,0,0,1,0,1,0,1
29556,1,0,2,139.0,29722.0,2.0,1.0,313.0,75.4,3.45,12.0,17.0,0,0,1,0,1,0,3
29559,1,0,2,5.0,79468.0,2.0,2.0,405.0,93.83,4.0,8.0,25.0,1,0,1,1,1,0,1
29564,1,0,2,449.0,34439.0,0.0,0.0,414.0,82.37,3.475,8.0,16.0,0,0,1,0,1,0,3
29571,1,0,2,184.0,54861.0,0.0,0.0,296.0,86.15,4.0,14.0,32.0,1,0,1,0,1,0,1
29573,2,1,2,7.0,20726.0,2.0,2.0,240.0,57.92,3.6,0.0,18.0,1,0,1,1,1,0,1
29583,2,0,2,168.0,41765.0,2.0,3.0,437.0,93.14,3.72,13.0,25.0,0,0,1,0,1,0,3
29584,1,0,2,136.0,51518.0,3.0,4.0,315.0,81.59,3.39,10.0,22.0,0,0,1,0,1,0,1
29585,2,0,2,159.0,51289.0,3.0,3.0,530.0,88.87,3.73,5.0,20.0,1,0,1,0,1,0,1
29592,1,0,2,192.0,34651.0,4.0,5.0,159.0,84.91,3.28,12.0,23.0,1,0,1,0,1,0,1
29597,1,0,2,388.0,41801.0,3.0,5.0,115.0,78.26,4.2219999999999995,11.0,20.0,1,0,1,0,1,0,3
29599,1,0,2,148.0,81209.0,0.0,0.0,250.0,91.2,4.0,8.0,24.0,0,0,1,0,1,0,1
29601,1,0,2,388.0,55199.0,1.0,3.0,629.0,76.95,3.4419999999999997,1.0,18.0,0,0,1,0,1,1,4
29611,1,0,2,160.0,59853.0,4.0,5.0,701.0,98.0,4.0,10.0,24.0,1,0,1,0,1,1,1
29613,1,0,2,213.0,43732.0,2.0,1.0,213.0,65.73,3.8560000000000003,9.0,25.0,0,0,1,0,1,0,3
29614,1,0,2,211.0,56498.0,0.0,0.0,557.0,64.45,3.5980000000000003,4.0,21.0,0,0,1,0,1,0,3
29615,2,0,1,151.0,63631.0,0.0,0.0,499.0,74.75,4.0,10.0,28.0,0,0,1,0,1,0,3
29616,2,0,2,185.0,90025.0,2.0,3.0,469.0,59.49,3.1,8.0,19.0,1,0,1,0,1,0,1
29618,2,0,2,336.0,116186.0,3.0,1.0,532.0,23.87,2.93,0.0,19.0,1,0,1,0,1,0,1
29626,1,1,2,1.0,43286.0,3.0,3.0,390.0,92.56,4.3180000000000005,10.0,29.0,1,0,1,1,1,1,1
29629,1,1,2,181.0,123568.0,0.0,0.0,1212.0,69.47,3.7,4.0,23.0,0,0,1,0,1,1,1
29633,1,0,2,208.0,51464.0,4.0,4.0,651.0,89.4,4.0,0.0,24.0,1,0,1,0,1,1,1
29634,1,0,2,139.0,51982.0,2.0,3.0,403.0,83.87,3.3,10.0,24.0,1,0,1,0,1,0,3
29637,1,0,1,165.0,48735.0,0.0,0.0,768.0,85.03,3.3,11.0,23.0,0,0,1,0,1,0,3
29641,1,0,2,160.0,76619.0,2.0,1.0,329.0,89.67,4.0,11.0,21.0,0,0,1,0,1,0,3
29642,1,0,2,580.0,51277.0,0.0,0.0,78.0,44.87,2.383,4.0,15.0,0,0,1,0,0,0,2
29644,1,0,2,185.0,86916.0,2.0,3.0,684.0,81.58,3.47,0.0,23.0,0,0,1,0,1,0,4
29645,1,0,2,165.0,23611.0,0.0,0.0,97.0,59.79,3.55,7.0,18.0,0,0,1,0,1,0,3
29646,2,0,2,161.0,35708.0,1.0,4.0,58.0,5.17,2.46,0.0,22.0,1,0,1,0,1,0,2
29652,1,0,2,873.0,99155.0,0.0,0.0,74.0,75.68,3.7941,9.0,25.0,0,0,1,0,0,0,3
29654,2,0,0,166.0,66786.0,0.0,0.0,657.0,91.32,3.3953,10.0,24.0,0,0,1,0,1,0,2
29656,1,0,2,320.0,123568.0,0.0,0.0,163.0,97.55,3.9,0.0,20.0,0,0,1,0,1,0,2
29657,1,0,2,184.0,118239.0,2.0,3.0,394.0,83.76,3.3510000000000004,6.0,18.0,0,0,1,0,1,0,1
29658,1,0,2,5.0,38348.0,0.0,0.0,372.0,47.85,3.234,14.0,16.0,0,0,1,1,1,0,3
29686,2,1,2,333.0,119643.0,4.0,4.0,191.0,87.96,3.86,13.0,27.0,1,0,1,0,1,1,1
29688,2,0,2,178.0,106534.0,2.0,4.0,511.0,84.74,3.8,9.0,28.0,1,0,1,0,1,0,1
29695,1,0,2,157.0,62917.0,0.0,0.0,692.0,54.34,3.14,1.0,17.0,0,0,1,0,1,0,3
29697,1,0,2,183.0,45500.0,3.0,3.0,494.0,98.18,3.6,0.0,18.0,0,0,1,0,1,0,2
29698,1,0,2,298.0,99290.0,1.0,3.0,732.0,74.04,3.95,0.0,24.0,1,0,1,0,1,0,3
29699,2,0,2,1377.0,84549.0,2.0,4.0,435.0,17.24,2.41,0.0,19.0,0,0,1,0,0,0,2
29708,2,0,2,148.0,60009.0,0.0,0.0,564.0,54.26,3.6210000000000004,1.0,27.0,0,0,1,0,1,1,1
29715,1,0,2,193.0,64690.0,0.0,0.0,162.0,93.83,3.93,9.0,25.0,0,0,1,0,1,0,3
29717,1,0,2,140.0,69910.0,0.0,0.0,402.0,86.82,3.46,13.0,19.0,0,0,1,0,1,0,1
29718,1,0,2,307.0,66087.0,0.0,0.0,541.0,54.34,4.0,0.0,17.0,0,0,1,0,1,0,4
29732,1,0,2,222.0,34632.0,0.0,0.0,100.0,85.0,4.38,8.0,22.0,1,0,1,0,1,0,1
29733,2,0,2,311.0,39668.0,0.0,0.0,756.0,81.08,3.47,3.0,20.0,0,0,1,0,1,0,2
30866,2,0,2,145.0,23989.0,3.0,5.0,236.0,20.34,3.77,0.0,17.0,0,0,1,0,1,0,2
30867,2,0,2,145.0,23989.0,3.0,5.0,236.0,20.34,3.77,0.0,17.0,0,0,1,0,1,0,2
30869,1,0,2,1363.0,67347.0,0.0,0.0,455.0,65.71,3.31,5.0,25.0,0,0,1,0,0,0,2
30871,1,0,2,182.0,71570.0,0.0,0.0,666.0,73.72,3.3191,0.0,23.0,0,0,1,0,1,0,1
30872,2,0,2,327.0,122930.0,0.0,0.0,58.0,75.86,3.5,2.0,17.0,0,0,1,0,0,0,2
30873,2,0,2,211.0,58294.0,0.0,0.0,35.0,94.29,3.62,5.0,25.0,0,0,1,0,1,0,1
30895,2,0,2,342.0,67265.0,2.0,2.0,563.0,73.53,3.48,8.0,21.0,0,0,1,0,1,0,2
30899,1,0,2,130.0,43684.0,0.0,0.0,15.0,73.33,3.64,2.0,19.0,0,0,1,0,1,0,1
30904,1,0,2,179.0,76064.0,2.0,3.0,23.0,65.22,3.53,6.0,25.0,0,0,1,0,1,0,3
30908,2,1,1,5.0,30333.0,3.0,3.0,436.0,55.5,2.504,0.0,16.0,0,0,1,1,1,0,2
30915,1,0,1,456.0,42681.0,2.0,3.0,130.0,98.46,4.0,11.0,26.0,0,0,1,0,1,0,3
30916,1,0,2,148.0,54471.0,2.0,3.0,460.0,97.39,3.767,7.0,22.0,0,0,1,0,1,0,1
30918,2,0,2,186.0,86475.0,1.0,4.0,628.0,88.69,3.84,10.0,28.0,1,0,1,0,1,0,3
30920,1,0,2,185.0,67742.0,2.0,3.0,139.0,96.4,3.96,3.0,24.0,0,0,1,0,1,0,1
30921,1,0,2,196.0,66612.0,4.0,5.0,24.0,91.67,3.9,10.0,27.0,1,0,1,0,1,0,1
30922,1,0,2,226.0,57412.0,0.0,0.0,117.0,91.45,3.83,8.0,26.0,1,0,1,0,1,0,1
30925,1,1,2,235.0,53808.0,3.0,3.0,234.0,95.3,4.3979,9.0,24.0,0,0,1,0,1,0,1
30926,1,1,2,366.0,82992.0,0.0,0.0,553.0,90.6,3.87,13.0,23.0,0,0,1,0,1,1,3
30929,1,0,1,125.0,39536.0,2.0,4.0,42.0,97.62,4.0,7.0,23.0,1,0,1,0,1,1,1
30933,1,1,2,153.0,57972.0,2.0,3.0,101.0,60.4,3.43,2.0,17.0,1,0,1,0,1,0,1
30936,1,0,0,136.0,37949.0,2.0,3.0,421.0,31.83,2.54,5.0,14.0,0,0,1,0,1,1,2
30943,2,1,2,3.0,32746.0,3.0,2.0,411.0,90.27,4.207,6.0,24.0,0,0,1,1,1,0,4
30945,1,1,2,113.0,44017.0,0.0,0.0,503.0,76.34,3.84,3.0,18.0,0,0,1,0,1,1,1
30947,2,1,2,200.0,43830.0,3.0,3.0,159.0,98.11,3.96,13.0,27.0,1,0,1,0,1,0,1
30948,1,1,2,175.0,96103.0,4.0,3.0,406.0,90.15,3.95,11.0,31.0,1,0,1,0,1,1,1
30949,1,1,2,257.0,87013.0,0.0,0.0,305.0,71.8,3.6689999999999996,3.0,20.0,0,0,1,0,1,1,1
30950,2,1,2,146.0,81655.0,3.0,4.0,97.0,54.64,3.92,3.0,20.0,1,0,1,0,1,1,1
30952,1,1,2,215.0,51827.0,2.0,2.0,64.0,68.75,3.75,0.0,23.0,1,0,1,0,1,1,1
30954,1,1,1,193.0,69454.0,4.0,5.0,76.0,97.37,4.0,11.0,30.0,1,0,1,0,1,1,1
30959,1,0,2,181.0,60046.0,3.0,5.0,531.0,82.86,3.62,4.0,21.0,1,0,1,0,1,0,3
30962,2,0,2,13.0,48476.0,2.0,1.0,10.0,90.0,3.97,1.0,23.0,0,0,1,1,1,0,1
30970,2,0,2,304.0,74818.0,0.0,0.0,211.0,65.88,3.536,10.0,19.0,0,0,1,0,1,0,3
30971,1,0,1,1355.0,169257.0,3.0,4.0,241.0,13.28,2.4615,4.0,21.0,0,0,1,0,0,0,3
30972,2,0,2,194.0,41086.0,2.0,1.0,81.0,12.35,2.717,0.0,16.0,0,0,1,0,1,0,2
30973,1,0,2,211.0,48516.0,0.0,0.0,624.0,17.31,2.82444,4.0,16.0,0,0,1,0,1,0,3
30974,2,1,2,5.0,131681.0,3.0,3.0,383.0,86.16,3.9857142860000003,9.0,20.0,1,0,1,1,1,0,1
30975,2,0,1,314.0,106588.0,0.0,0.0,220.0,43.18,2.75,1.0,19.0,0,0,1,0,1,0,2
30977,2,0,0,171.0,72690.0,0.0,0.0,429.0,51.98,3.2733,0.0,15.0,0,0,1,0,1,0,2
30980,1,0,2,436.0,34307.0,0.0,0.0,424.0,92.45,3.2,0.0,25.0,0,0,1,0,1,0,3
30982,1,0,2,564.0,50383.0,0.0,0.0,193.0,84.46,3.54,0.0,22.0,0,0,1,0,0,0,1
30983,2,0,2,194.0,39581.0,2.0,3.0,83.0,31.33,3.12,7.0,14.0,0,0,1,0,1,0,2
30984,2,0,2,135.0,44864.0,0.0,0.0,206.0,38.83,3.031,0.0,17.0,0,0,1,0,1,0,1
30985,2,0,1,221.0,52567.0,0.0,0.0,67.0,92.54,4.0,7.0,22.0,0,0,1,0,1,0,3
30989,1,0,2,162.0,53635.0,0.0,0.0,623.0,61.16,2.9,0.0,20.0,1,0,1,0,1,0,3
31001,2,0,2,198.0,60849.0,2.0,3.0,516.0,39.53,3.11,10.0,17.0,0,0,1,0,1,0,3
31003,1,0,2,197.0,62500.0,0.0,0.0,48.0,62.5,3.5060000000000002,4.0,20.0,0,0,1,0,1,0,3
31010,2,0,2,290.0,64054.0,2.0,3.0,440.0,77.73,3.57,10.0,15.0,0,0,1,0,1,1,2
31011,1,0,2,150.0,89113.0,0.0,0.0,700.0,88.57,3.3,11.0,21.0,0,0,1,0,1,0,1
31027,2,0,2,353.0,49398.0,0.0,0.0,35.0,97.14,4.0,1.0,19.0,0,0,1,0,0,1,1
31075,1,0,2,201.0,52727.0,2.0,2.0,33.0,21.21,3.12,12.0,20.0,0,0,1,0,1,0,1
31653,1,0,1,181.0,110340.0,0.0,0.0,415.0,89.4,3.241,11.0,19.0,0,0,1,0,1,0,2
31654,1,0,2,222.0,28849.0,2.0,1.0,478.0,64.23,3.0851,0.0,14.0,0,0,1,0,1,0,2
31675,1,0,2,133.0,112721.0,2.0,3.0,155.0,55.48,3.1,11.0,20.0,1,0,1,0,1,0,1
31676,1,0,2,330.0,27673.0,0.0,0.0,708.0,68.79,3.532,0.0,20.0,0,0,1,0,1,0,2
31678,1,0,1,165.0,69277.0,0.0,0.0,57.0,43.86,3.1632700000000002,14.0,17.0,0,0,1,0,1,0,3
31683,1,0,2,53.0,28417.0,2.0,3.0,64.0,96.88,4.4830000000000005,2.0,25.0,1,0,1,1,1,0,1
31703,1,0,2,300.0,69539.0,0.0,0.0,651.0,82.03,3.61,1.0,20.0,0,0,1,0,1,0,2
31704,2,0,2,170.0,56653.0,0.0,0.0,110.0,75.45,3.325,1.0,18.0,0,0,1,0,1,0,1
31705,2,0,2,219.0,71716.0,2.0,1.0,118.0,68.64,4.0,9.0,21.0,1,0,1,0,1,0,3
31706,1,0,2,82.0,79245.0,1.0,3.0,39.0,64.1,3.719,5.0,23.0,1,0,1,0,1,0,3
31708,2,0,2,456.0,38100.0,0.0,0.0,805.0,66.21,3.55,6.0,23.0,0,0,1,0,1,0,3
31711,1,0,2,258.0,33926.0,0.0,0.0,480.0,97.92,3.92,11.0,24.0,0,0,1,0,1,0,2
31714,2,0,2,184.0,52054.0,1.0,3.0,1578.0,58.62,3.63,10.0,20.0,1,0,1,0,1,0,1
31715,1,0,0,168.0,72824.0,0.0,0.0,76.0,59.21,3.48,1.0,20.0,0,0,1,0,1,0,3
31722,1,0,2,168.0,47121.0,0.0,0.0,537.0,87.71,3.68,0.0,20.0,1,0,1,0,1,0,2
31723,1,0,2,715.0,45179.0,0.0,0.0,271.0,74.17,2.81,0.0,16.0,0,0,1,0,0,0,3
31724,1,0,2,215.0,78547.0,2.0,4.0,270.0,52.96,3.363,2.0,21.0,1,0,1,0,1,0,1
31725,1,0,2,440.0,35000.0,0.0,0.0,413.0,76.51,3.408,5.0,17.0,0,0,1,0,1,0,3
31726,1,0,2,144.0,72579.0,0.0,0.0,41.0,68.29,3.65,0.0,23.0,0,0,1,0,1,0,3
31729,2,1,2,1098.0,115745.0,0.0,0.0,205.0,76.59,3.18,12.0,22.0,1,0,1,0,0,0,1
31732,2,1,2,1098.0,115745.0,0.0,0.0,205.0,76.59,3.18,12.0,22.0,1,0,1,0,0,0,1
31735,2,1,2,1098.0,115745.0,0.0,0.0,205.0,76.59,3.18,12.0,22.0,1,0,1,0,0,0,1
31738,1,0,2,233.0,48736.0,0.0,0.0,127.0,81.89,3.8,3.0,22.0,0,0,1,0,1,0,1
31744,1,0,2,212.0,82537.0,0.0,0.0,853.0,87.46,4.0,13.0,28.0,0,0,1,0,1,0,3
